"No","First_Name","Last_Name","Tm","Pos","G","A","A1","A2","PTS","SOG","PIM","TOI","FOW","FOL","GS"
"42","Yasin","Ehliz","GER","F",0,0,0,0,0,1,4,"12:21",0,0,-0.5
"50","Patrick","Hager","GER","F",0,0,0,0,0,1,0,"15:07",8,9,-0.01
"72","Dominik","Kahun","GER","F",1,1,1,0,2,3,0,"12:47",8,6,2.42
"21","Nicolas","Krämmer","GER","F",0,0,0,0,0,0,0,"3:33",1,1,0
"34","Tom","Kühnhackl","GER","F",0,0,0,0,0,2,0,"15:00",0,0,0.2
"15","Stefan","Loibl","GER","F",0,0,0,0,0,2,0,"12:31",1,2,0.09
"92","Marcel","Noebels","GER","F",0,0,0,0,0,0,0,"14:23",0,0,0
"83","Leonhard","Pföderl","GER","F",0,0,0,0,0,3,0,"15:25",4,7,-0.03
"86","Daniel","Pietta","GER","F",0,0,0,0,0,1,0,"13:18",9,4,0.65
"22","Matthias","Plachta","GER","F",0,0,0,0,0,3,0,"16:16",0,0,0.3
"8","Tobias","Rieder","GER","F",0,1,0,1,1,1,0,"16:42",0,0,0.76
"95","Frederik","Tiffels","GER","F",0,0,0,0,0,2,0,"14:41",0,0,0.2
"89","David","Wolf","GER","F",0,0,0,0,0,2,4,"12:59",0,0,-0.4
"16","Konrad","Abeltshauser","GER","D",0,0,0,0,0,2,0,"13:37",0,0,0.2
"3","Dominik","Bittner","GER","D",0,0,0,0,0,3,0,"11:59",0,0,0.3
"85","Marcel","Brandt","GER","D",1,0,0,0,1,4,2,"14:55",0,0,1.1
"5","Korbinian","Holzer","GER","D",1,0,0,0,1,4,0,"18:27",0,1,1.29
"41","Jonas","Müller","GER","D",0,0,0,0,0,0,0,"19:33",0,0,0
"91","Moritz","Müller","GER","D",0,1,1,0,1,2,0,"19:22",0,0,1.1
"38","Fabio","Wagner","GER","D",0,0,0,0,0,2,0,"14:03",0,0,0.2
"33","Danny","aus den Birken","GER","G",0,0,0,0,0,0,0,"0:00",0,0,0
"35","Mathias","Niederberger","GER","G",0,0,0,0,0,0,0,"60:00",0,0,0
"15","Jiang","Fu","CHN","F",0,0,0,0,0,0,0,"26:33",0,1,-0.11
"22","Shuai","Fu","CHN","F",1,0,0,0,1,3,0,"23:14",0,0,1.3
"47","An","Jian","CHN","F",0,0,0,0,0,2,0,"13:20",8,6,0.42
"20","Jia","Luo","CHN","F",0,0,0,0,0,1,2,"20:48",9,11,-0.42
"91","Taile","Wang","CHN","F",1,0,0,0,1,4,0,"25:59",13,13,1.4
"61","Ruike","Wei","CHN","F",0,0,0,0,0,1,0,"17:39",0,0,0.1
"88","Juncheng","Yan","CHN","F",0,0,0,0,0,0,0,"12:21",0,0,0
"18","Jinguang","Ye","CHN","F",0,1,1,0,1,1,0,"25:46",0,0,1
"98","Rudi","Ying","CHN","F",0,0,0,0,0,2,2,"5:56",0,0,-0.1
"56","Zesen","Zhang","CHN","F",0,0,0,0,0,0,0,"7:23",0,0,0
"19","Wei","Zhong","CHN","F",0,0,0,0,0,0,0,"2:33",0,0,0
"6","Zimeng","Chen","CHN","D",0,0,0,0,0,0,0,"1:01",0,0,0
"60","Aoxibofu","Dannisi","CHN","D",0,0,0,0,0,0,0,"15:39",0,0,0
"7","Kailiaosi","Jieke","CHN","D",0,1,1,0,1,2,0,"20:31",0,0,1.1
"2","Jie","Liu","CHN","D",0,0,0,0,0,0,2,"23:53",0,0,-0.3
"5","Sipulaoer","Ruian","CHN","D",0,2,0,2,2,0,0,"24:36",0,0,1.32
"81","Ruinan","Yan","CHN","D",0,0,0,0,0,0,0,"1:36",0,0,0
"93","Junjie","Yuan","CHN","D",0,0,0,0,0,0,0,"14:15",0,0,0
"11","Pengfei","Zhang","CHN","D",0,0,0,0,0,0,0,"0:00",0,0,0
"77","Enlai","Zheng","CHN","D",0,0,0,0,0,0,0,"11:04",0,0,0
"45","Shimisi","Jieruimi","CHN","G",0,0,0,0,0,0,0,"58:40",0,0,0
"1","Yongli","Ouban","CHN","G",0,0,0,0,0,0,0,"0:00",0,0,0
