"No","First_Name","Last_Name","Tm","Pos","G","A","A1","A2","PTS","SOG","PIM","TOI","FOW","FOL","GS"
"11","Sergei","Andronov","ROC","F",0,0,0,0,0,1,0,"12:20",5,4,0.21
"76","Andrei","Chibisov","ROC","F",0,0,0,0,0,0,2,"13:54",0,0,-0.3
"22","Stanislav","Galiyev","ROC","F",0,0,0,0,0,1,0,"10:22",0,0,0.1
"25","Mikhail","Grigorenko","ROC","F",0,0,0,0,0,2,0,"13:23",0,1,0.09
"81","Arseny","Gritsyuk","ROC","F",0,2,0,2,2,1,0,"11:55",0,0,1.42
"97","Nikita","Gusev","ROC","F",0,2,2,0,2,2,0,"16:01",0,0,2
"15","Pavel","Karnaukhov","ROC","F",0,0,0,0,0,2,0,"12:40",10,3,0.97
"16","Sergei","Plotnikov","ROC","F",0,0,0,0,0,1,2,"16:27",0,0,-0.2
"94","Kirill","Semyonov","ROC","F",0,0,0,0,0,2,0,"11:59",1,2,0.09
"87","Vadim","Shipachyov","ROC","F",1,1,1,0,2,2,0,"17:40",3,3,2.1
"58","Anton","Slepyshev","ROC","F",0,0,0,0,0,3,0,"15:08",0,0,0.3
"55","Vladimir","Tkachyov","ROC","F",0,0,0,0,0,3,0,"15:50",7,8,0.19
"10","Dmitry","Voronkov","ROC","F",0,0,0,0,0,1,0,"12:46",0,0,0.1
"89","Nikita","Nesterov","ROC","D",1,0,0,0,1,4,0,"18:34",0,0,1.4
"57","Alexander","Nikishin","ROC","D",0,0,0,0,0,3,0,"16:50",0,0,0.3
"43","Damir","Sharipzyanov","ROC","D",0,0,0,0,0,2,0,"9:49",0,0,0.2
"7","Sergei","Telegin","ROC","D",0,0,0,0,0,0,0,"10:00",0,0,0
"27","Vyacheslav","Voynov","ROC","D",1,0,0,0,1,8,0,"21:06",0,0,1.8
"44","Yegor","Yakovlev","ROC","D",0,1,0,1,1,2,0,"18:56",0,0,0.86
"4","Alexander","Yelesin","ROC","D",0,0,0,0,0,0,0,"19:19",0,0,0
"82","Timur","Bilyalov","ROC","G",0,0,0,0,0,0,0,"0:00",0,0,0
"28","Ivan","Fedotov","ROC","G",0,0,0,0,0,0,0,"60:00",0,0,0
"42","Mikkel","Aagaard","DEN","F",0,0,0,0,0,1,0,"9:31",0,0,0.1
"50","Mathias","Bau","DEN","F",0,1,1,0,1,0,0,"13:10",0,0,0.9
"89","Mikkel","Bødker","DEN","F",0,0,0,0,0,1,0,"17:55",0,0,0.1
"33","Julian","Jakobsen","DEN","F",0,0,0,0,0,0,2,"14:13",3,6,-0.63
"40","Jesper","Jensen","DEN","F",0,0,0,0,0,0,0,"2:45",0,0,0
"29","Morten","Madsen","DEN","F",0,0,0,0,0,0,0,"9:51",3,4,-0.11
"72","Nicolai","Meyer","DEN","F",0,0,0,0,0,1,0,"6:23",0,0,0.1
"51","Frans","Nielsen","DEN","F",1,0,0,0,1,2,0,"19:41",12,8,1.64
"95","Nick","Olesen","DEN","F",0,0,0,0,0,0,0,"13:49",0,0,0
"38","Morten","Poulsen","DEN","F",0,0,0,0,0,0,0,"13:36",0,0,0
"93","Peter","Regin","DEN","F",0,0,0,0,0,1,2,"17:47",3,8,-0.75
"63","Patrick","Russell","DEN","F",0,0,0,0,0,5,0,"21:27",0,0,0.5
"9","Frederik","Storm","DEN","F",0,0,0,0,0,0,0,"17:08",0,0,0
"2","Phillip","Bruggisser","DEN","D",0,0,0,0,0,0,0,"0:56",0,0,0
"48","Nicholas","Jensen","DEN","D",0,0,0,0,0,1,0,"20:58",0,0,0.1
"28","Emil","Kristensen","DEN","D",0,0,0,0,0,1,2,"16:46",0,0,-0.2
"47","Oliver","Larsen","DEN","D",0,0,0,0,0,1,0,"17:13",0,0,0.1
"15","Matias","Lassen","DEN","D",0,0,0,0,0,0,0,"22:42",0,0,0
"22","Markus","Lauridsen","DEN","D",0,1,0,1,1,2,0,"20:34",0,0,0.86
"25","Oliver","Lauridsen","DEN","D",0,0,0,0,0,2,0,"19:31",0,0,0.2
"32","Sebastian","Dahm","DEN","G",0,0,0,0,0,0,0,"58:10",0,0,0
"1","Frederik","Dichow","DEN","G",0,0,0,0,0,0,0,"0:00",0,0,0
