"No","First_Name","Last_Name","Tm","Pos","G","A","A1","A2","PTS","SOG","PIM","TOI","FOW","FOL","GS"
"16","Nick","Abruzzese","USA","F",0,1,1,0,1,3,0,"12:40",0,0,1.2
"11","Kenny","Agostino","USA","F",0,0,0,0,0,3,4,"15:53",0,0,-0.3
"10","Matthew","Beniers","USA","F",0,0,0,0,0,0,0,"18:27",7,4,0.33
"19","Brendan","Brisson","USA","F",0,0,0,0,0,2,2,"10:24",0,0,-0.1
"27","Noah","Cates","USA","F",0,0,0,0,0,1,2,"11:27",0,0,-0.2
"26","Sean","Farrell","USA","F",0,0,0,0,0,0,0,"12:20",0,0,0
"12","Sam","Hentges","USA","F",0,0,0,0,0,1,0,"7:13",0,0,0.1
"67","Matthew","Knies","USA","F",1,0,0,0,1,4,0,"17:12",0,0,1.4
"39","Ben","Meyers","USA","F",0,0,0,0,0,1,0,"16:14",10,6,0.54
"51","Andy","Miele","USA","F",0,1,1,0,1,2,0,"17:58",7,6,1.21
"21","Brian","O'Neill","USA","F",0,1,0,1,1,0,0,"19:29",0,0,0.66
"37","Nick","Shore","USA","F",0,0,0,0,0,0,0,"8:13",1,1,0
"13","Nathan","Smith","USA","F",1,0,0,0,1,3,2,"8:48",2,5,0.67
"23","Brian","Cooper","USA","D",0,0,0,0,0,1,0,"24:41",0,0,0.1
"14","Brock","Faber","USA","D",0,0,0,0,0,4,2,"25:48",0,0,0.1
"4","Drew","Helleson","USA","D",0,0,0,0,0,1,0,"7:41",0,0,0.1
"20","Steven","Kampfer","USA","D",1,0,0,0,1,3,0,"23:01",0,0,1.3
"42","Aaron","Ness","USA","D",0,1,0,1,1,1,0,"16:08",0,0,0.76
"6","Nick","Perbix","USA","D",0,0,0,0,0,1,0,"10:02",0,0,0.1
"5","David","Warsofsky","USA","D",0,0,0,0,0,1,0,"6:52",0,0,0.1
"29","Drew","Commesso","USA","G",0,0,0,0,0,0,0,"60:00",0,0,0
"31","Strauss","Mann","USA","G",0,0,0,0,0,0,0,"0:00",0,0,0
"54","Lean","Bergmann","GER","F",0,1,1,0,1,2,2,"11:45",0,0,0.8
"42","Yasin","Ehliz","GER","F",0,0,0,0,0,1,0,"14:32",0,0,0.1
"50","Patrick","Hager","GER","F",1,0,0,0,1,2,0,"16:25",6,11,0.65
"72","Dominik","Kahun","GER","F",0,1,0,1,1,2,0,"16:58",7,4,1.19
"21","Nicolas","Krämmer","GER","F",0,0,0,0,0,2,0,"13:38",2,6,-0.24
"34","Tom","Kühnhackl","GER","F",1,0,0,0,1,1,2,"14:19",0,0,0.8
"15","Stefan","Loibl","GER","F",0,0,0,0,0,0,0,"11:08",5,5,0
"92","Marcel","Noebels","GER","F",0,0,0,0,0,1,0,"15:48",0,0,0.1
"83","Leonhard","Pföderl","GER","F",0,0,0,0,0,3,0,"14:18",2,1,0.41
"22","Matthias","Plachta","GER","F",0,1,1,0,1,3,0,"20:51",0,0,1.2
"8","Tobias","Rieder","GER","F",0,0,0,0,0,1,0,"17:57",0,0,0.1
"95","Frederik","Tiffels","GER","F",0,0,0,0,0,1,0,"12:41",0,0,0.1
"16","Konrad","Abeltshauser","GER","D",0,0,0,0,0,1,0,"14:17",0,0,0.1
"3","Dominik","Bittner","GER","D",0,0,0,0,0,0,0,"12:26",0,0,0
"85","Marcel","Brandt","GER","D",0,0,0,0,0,1,2,"14:58",0,0,-0.2
"5","Korbinian","Holzer","GER","D",0,0,0,0,0,3,0,"17:25",0,0,0.3
"41","Jonas","Müller","GER","D",0,1,0,1,1,0,0,"15:41",0,0,0.66
"91","Moritz","Müller","GER","D",0,0,0,0,0,2,0,"20:10",0,0,0.2
"38","Fabio","Wagner","GER","D",0,0,0,0,0,0,2,"15:33",0,0,-0.3
"33","Danny","aus den Birken","GER","G",0,0,0,0,0,0,0,"58:11",0,0,0
"90","Felix","Brückmann","GER","G",0,0,0,0,0,0,0,"0:00",0,0,0
