"No","First_Name","Last_Name","Tm","Pos","G","A","A1","A2","PTS","SOG","PIM","TOI","FOW","FOL","GS"
"21","Rahel","Enzler","SUI","F",0,0,0,0,0,2,0,"12:27",0,0,0.2
"71","Lena-Marie","Lutz","SUI","F",0,0,0,0,0,0,0,"7:54",2,0,0.22
"98","Keely","Moy","SUI","F",0,0,0,0,0,0,2,"9:54",1,0,-0.19
"25","Alina","Müller","SUI","F",0,3,3,0,3,2,2,"18:13",12,8,3.04
"8","Kaleigh","Quennec","SUI","F",0,0,0,0,0,0,0,"5:07",0,0,0
"14","Evelina","Raselli","SUI","F",0,0,0,0,0,1,0,"26:52",14,7,0.87
"12","Lisa","Rüedi","SUI","F",0,0,0,0,0,0,0,"9:01",3,4,-0.11
"26","Dominique","Rüegg","SUI","F",1,0,0,0,1,3,0,"14:47",0,0,1.3
"24","Noemi","Ryhner","SUI","F",0,0,0,0,0,0,0,"7:59",0,0,0
"88","Phoebe","Staenz","SUI","F",0,0,0,0,0,7,0,"29:21",0,1,0.59
"7","Lara","Stalder","SUI","F",1,1,0,1,2,3,0,"28:28",0,1,1.85
"15","Laura","Zimmermann","SUI","F",0,0,0,0,0,0,0,"6:54",0,0,0
"23","Nicole","Bullo","SUI","D",0,0,0,0,0,0,0,"18:20",0,0,0
"17","Lara","Christen","SUI","D",1,0,0,0,1,2,0,"22:23",0,0,1.2
"3","Sarah","Forster","SUI","D",0,0,0,0,0,2,0,"7:53",0,0,0.2
"22","Sinja","Leemann","SUI","D",0,1,0,1,1,0,0,"18:26",0,0,0.66
"28","Alina","Marti","SUI","D",0,0,0,0,0,0,0,"6:06",2,2,0
"9","Shannon","Sigrist","SUI","D",0,1,0,1,1,0,0,"12:28",0,0,0.66
"16","Nicole","Vallario","SUI","D",0,0,0,0,0,1,0,"22:12",0,0,0.1
"18","Stefanie","Wetli","SUI","D",0,0,0,0,0,1,0,"9:40",0,0,0.1
"20","Andrea","Brändli","SUI","G",0,0,0,0,0,0,0,"60:00",0,0,0
"29","Saskia","Maurer","SUI","G",0,0,0,0,0,0,0,"0:00",0,0,0
"23","Sanni","Hakala","FIN","F",0,0,0,0,0,2,0,"6:40",0,0,0.2
"10","Elisa","Holopainen","FIN","F",1,0,0,0,1,2,2,"12:20",0,0,0.9
"33","Michelle","Karvinen","FIN","F",0,0,0,0,0,3,0,"19:33",0,0,0.3
"27","Julia","Liikala","FIN","F",0,0,0,0,0,2,0,"8:21",0,1,0.09
"16","Petra","Nieminen","FIN","F",0,0,0,0,0,4,0,"18:57",0,3,0.07
"61","Tanja","Niskanen","FIN","F",0,0,0,0,0,2,0,"6:24",2,3,0.09
"28","Jenniina","Nylund","FIN","F",0,0,0,0,0,2,0,"9:38",0,1,0.09
"34","Sofianna","Sundelin","FIN","F",0,0,0,0,0,0,0,"5:52",0,0,0
"77","Susanna","Tapani","FIN","F",0,0,0,0,0,3,0,"19:44",11,14,-0.03
"40","Noora","Tulus","FIN","F",0,1,0,1,1,3,0,"14:46",4,7,0.63
"24","Viivi","Vainikka","FIN","F",0,1,1,0,1,1,0,"11:01",3,3,1
"12","Sanni","Vanhanen","FIN","F",0,0,0,0,0,1,0,"8:33",3,2,0.21
"32","Emilia","Vesa","FIN","F",0,0,0,0,0,0,0,"0:00",0,0,0
"6","Jenni","Hiirikoski","FIN","D",0,0,0,0,0,5,2,"25:29",0,0,0.2
"2","Sini","Karjalainen","FIN","D",0,0,0,0,0,0,2,"8:22",0,0,-0.3
"9","Nelli","Laitinen","FIN","D",1,0,0,0,1,4,2,"17:52",0,0,1.1
"7","Sanni","Rantala","FIN","D",0,0,0,0,0,0,0,"10:13",0,0,0
"88","Ronja","Savolainen","FIN","D",0,1,1,0,1,2,2,"19:22",0,0,0.8
"15","Minnamari","Tuominen","FIN","D",0,1,0,1,1,2,0,"14:45",0,0,0.86
"8","Ella","Viitasuo","FIN","D",0,0,0,0,0,2,0,"7:20",0,0,0.2
"36","Anni","Keisala","FIN","G",0,0,0,0,0,0,0,"59:16",0,0,0
"18","Meeri","Räisänen","FIN","G",0,0,0,0,0,0,0,"0:00",0,0,0
