"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantFirstName","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","c_ResultInfo_1","b_Completed","b_Upcoming","n_BDF_StartTime","c_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL"
1,1475712,"TARARYCHENKOVA Alina","TARARYCHENKOVA A","Alina","Tararychenkova","10", 5,23062,73035,ROC,ROC,11,11,"11","+0.67","1:02.86",62860, 670,"123.8",TRUE,FALSE,1518048005,"456819:11:42",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
1,1023279,"MEYLEMANS Kim","MEYLEMANS K","Kim","Meylemans","12",15,  147, 2205,Belgium,BEL,12,12,"12","+0.73","1:02.92",62920, 730,"123.5",TRUE,FALSE,1518048015,"456819:34:26",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
1,1720362,"SILVEIRA Nicole","SILVEIRA N","Nicole","Silveira","2", 9,   16, 2235,Brazil,BRA,13,13,"13","+0.76","1:02.95",62950, 760,"121.8",TRUE,FALSE,1518048009,"456819:20:50",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
1,1139524,"KANAKINA Yulia","KANAKINA Y","Yulia","Kanakina","8",10,23062,73035,ROC,ROC,13,14,"13","+0.76","1:02.95",62950, 760,"122.1",TRUE,FALSE,1518048010,"456819:22:34",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
1,1023342,"MARGAGLIO Valentina","MARGAGLIO V","Valentina","Margaglio","9", 4,    6, 2210,Italy,ITA,15,15,"15","+0.85","1:03.04",63040, 850,"121.2",TRUE,FALSE,1518048004,"456819:08:45",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
1,1730289,"CURTIS Kelly","CURTIS K","Kelly","Curtis","17", 2,    5, 2209,United States,USA,16,16,"16","+0.86","1:03.05",63050, 860,"123.6",TRUE,FALSE,1518048002,"456819:04:27",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
1,1014598,"NIKITINA Elena","NIKITINA E","Elena","Nikitina","5", 3,23062,73035,ROC,ROC,17,17,"17","+0.88","1:03.07",63070, 880,"122.0",TRUE,FALSE,1518048003,"456819:06:33",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
1,1177266,"RAHNEVA Mirela","RAHNEVA M","Mirela","Rahneva","11",20,  159, 2231,Canada,CAN,18,18,"18","+0.95","1:03.14",63140, 950,"122.9",TRUE,FALSE,1518048020,"456819:41:59",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
1, 917734,"DEAS Laura","DEAS L","Laura","Deas","1",21,  211, 4058,Great Britain,GBR,19,19,"19","+0.96","1:03.15",63150, 960,"122.4",TRUE,FALSE,1518048021,"456819:50:34",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
1,1353108,"TERAUDA Endija","TERAUDA E","Endija","Terauda","23", 1,    9, 2218,Latvia,LAT,19,20,"19","+0.96","1:03.15",63150, 960,"124.9",TRUE,FALSE,1518048001,"456819:03:10",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
1,1495433,"CROWLEY Brogan","CROWLEY B","Brogan","Crowley","20",23,  211, 4058,Great Britain,GBR,21,21,"21","+1.04","1:03.23",63230,1040,"121.2",TRUE,FALSE,1518048023,"456819:54:52",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
1,1139502,"CHANNELL Jane","CHANNELL J","Jane","Channell","13", 8,  159, 2231,Canada,CAN,22,22,"22","+1.12","1:03.31",63310,1120,"120.7",TRUE,FALSE,1518048008,"456819:20:30",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
1,1594488,"KIM Eunji","KIM E","Eunji","Kim","24",22,  106, 4391,South Korea,KOR,23,23,"23","+1.49","1:03.68",63680,1490,"117.9",TRUE,FALSE,1518048022,"456819:52:08",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
1,1177268,"DELKA Kellie","DELKA K","Kellie","Delka","22",24,  277, 9639,Puerto Rico,PUR,24,24,"24","+2.28","1:04.47",64470,2280,"119.0",TRUE,FALSE,1518048024,"456819:56:42",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
1,1018969,"TANNENBAUM Katie","TANNENBAUM K","Katie","Tannenbaum","25",25,  114, 9101,Virgin Islands,ISV,25,25,"25","+5.17","1:07.36",67360,5170,"108.0",TRUE,FALSE,1518048025,"456819:58:08",234,"https://stream.nbcolympics.com/womens-skeleton-heats-1-2"
