"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantFirstName","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","c_ResultInfo_1","b_Completed","b_Upcoming","n_BDF_StartTime","c_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL"
1,1139524,"KANAKINA Yulia","KANAKINA Y","Yulia","Kanakina","8", 8,23062,73035,ROC,ROC,10,11,"10","+0.71","1:02.34",62340, 710,"125.1",TRUE,FALSE,1518048008,"456854:15:25",236,"https://stream.nbcolympics.com/womens-skeleton-heats-3-4"
1,1014598,"NIKITINA Elena","NIKITINA E","Elena","Nikitina","5", 4,23062,73035,ROC,ROC,12,12,"12","+0.74","1:02.37",62370, 740,"123.4",TRUE,FALSE,1518048004,"456854:06:00",236,"https://stream.nbcolympics.com/womens-skeleton-heats-3-4"
1,1720362,"SILVEIRA Nicole","SILVEIRA N","Nicole","Silveira","2", 6,   16, 2235,Brazil,BRA,13,13,"13","+0.77","1:02.40",62400, 770,"124.7",TRUE,FALSE,1518048006,"456854:10:59",236,"https://stream.nbcolympics.com/womens-skeleton-heats-3-4"
1,1014597,"LOELLING Jacqueline","LOELLING J","Jacqueline","Lölling","14",15,    2, 2206,Germany,GER,14,14,"14","+0.78","1:02.41",62410, 780,"125.3",TRUE,FALSE,1518048015,"456854:30:21",236,"https://stream.nbcolympics.com/womens-skeleton-heats-3-4"
1, 720042,"FLOCK Janine","FLOCK J","Janine","Flock","6",11,  151, 2219,Austria,AUT,15,15,"15","+0.82","1:02.45",62450, 820,"124.9",TRUE,FALSE,1518048011,"456854:21:12",236,"https://stream.nbcolympics.com/womens-skeleton-heats-3-4"
1, 917734,"DEAS Laura","DEAS L","Laura","Deas","1", 1,  211, 4058,Great Britain,GBR,16,16,"16","+1.07","1:02.70",62700,1070,"124.7",TRUE,FALSE,1518048001,"456853:58:07",236,"https://stream.nbcolympics.com/womens-skeleton-heats-3-4"
1,1353108,"TERAUDA Endija","TERAUDA E","Endija","Terauda","23", 2,    9, 2218,Latvia,LAT,17,17,"17","+1.16","1:02.79",62790,1160,"125.1",TRUE,FALSE,1518048002,"456853:59:57",236,"https://stream.nbcolympics.com/womens-skeleton-heats-3-4"
1,1475712,"TARARYCHENKOVA Alina","TARARYCHENKOVA A","Alina","Tararychenkova","10", 7,23062,73035,ROC,ROC,17,18,"17","+1.16","1:02.79",62790,1160,"123.6",TRUE,FALSE,1518048007,"456854:13:06",236,"https://stream.nbcolympics.com/womens-skeleton-heats-3-4"
1,1945989,"LI Yuxi","LI Y","Yuxi","Li","21", 9,   26, 2770,China,CHN,19,19,"19","+1.31","1:02.94",62940,1310,"124.2",TRUE,FALSE,1518048009,"456854:17:23",236,"https://stream.nbcolympics.com/womens-skeleton-heats-3-4"
1,1023279,"MEYLEMANS Kim","MEYLEMANS K","Kim","Meylemans","12",10,  147, 2205,Belgium,BEL,20,20,"20","+2.10","1:03.73",63730,2100,"123.3",TRUE,FALSE,1518048010,"456854:19:21",236,"https://stream.nbcolympics.com/womens-skeleton-heats-3-4"
