"n_ParticipantType","n_ParticipantID","c_Participant","c_ParticipantShort","c_ParticipantFirstName","c_ParticipantLastName","c_Bib","n_StartOrder","NOC.n_ID","NOC.n_GeoID","NOC.c_Name","NOC.c_Short","n_Rank","n_RankSort","c_Rank","c_Result","c_ResultAbs","n_TimeAbs","n_TimeRel","c_ResultInfo_1","b_Completed","b_Upcoming","n_BDF_StartTime","c_BDF_StartTime","n_BDF_VideoSessionID","c_ClientStreamURL"
1,1023279,"MEYLEMANS Kim","MEYLEMANS K","Kim","Meylemans","12",11,  147, 2205,Belgium,BEL,11,11,"11","+0.90","1:02.34",62340, 900,"124.8",TRUE,FALSE,1518048011,"456852:47:22",236,"https://stream.nbcolympics.com/womens-skeleton-heats-3-4"
1,1945989,"LI Yuxi","LI Y","Yuxi","Li","21",10,   26, 2770,China,CHN,12,12,"12","+0.95","1:02.39",62390, 950,"126.9",TRUE,FALSE,1518048010,"456852:45:20",236,"https://stream.nbcolympics.com/womens-skeleton-heats-3-4"
1,1475712,"TARARYCHENKOVA Alina","TARARYCHENKOVA A","Alina","Tararychenkova","10",15,23062,73035,ROC,ROC,13,13,"13","+0.99","1:02.43",62430, 990,"124.3",TRUE,FALSE,1518048015,"456852:54:56",236,"https://stream.nbcolympics.com/womens-skeleton-heats-3-4"
1,1023342,"MARGAGLIO Valentina","MARGAGLIO V","Valentina","Margaglio","9",16,    6, 2210,Italy,ITA,14,14,"14","+1.01","1:02.45",62450,1010,"122.2",TRUE,FALSE,1518048016,"456852:56:29",236,"https://stream.nbcolympics.com/womens-skeleton-heats-3-4"
1,1014598,"NIKITINA Elena","NIKITINA E","Elena","Nikitina","5",19,23062,73035,ROC,ROC,15,15,"15","+1.07","1:02.51",62510,1070,"122.7",TRUE,FALSE,1518048019,"456853:02:36",236,"https://stream.nbcolympics.com/womens-skeleton-heats-3-4"
1,2067332,"ZHAO Dan","ZHAO D","Dan","Zhao","3", 4,   26, 2770,China,CHN,16,16,"16","+1.09","1:02.53",62530,1090,"123.9",TRUE,FALSE,1518048004,"456852:31:48",236,"https://stream.nbcolympics.com/womens-skeleton-heats-3-4"
1,1720362,"SILVEIRA Nicole","SILVEIRA N","Nicole","Silveira","2",14,   16, 2235,Brazil,BRA,17,17,"17","+1.11","1:02.55",62550,1110,"124.9",TRUE,FALSE,1518048014,"456852:52:31",236,"https://stream.nbcolympics.com/womens-skeleton-heats-3-4"
1,1353108,"TERAUDA Endija","TERAUDA E","Endija","Terauda","23",20,    9, 2218,Latvia,LAT,18,18,"18","+1.21","1:02.65",62650,1210,"125.9",TRUE,FALSE,1518048020,"456853:05:49",236,"https://stream.nbcolympics.com/womens-skeleton-heats-3-4"
1,1139502,"CHANNELL Jane","CHANNELL J","Jane","Channell","13",17,  159, 2231,Canada,CAN,19,19,"19","+1.27","1:02.71",62710,1270,"121.4",TRUE,FALSE,1518048017,"456852:58:45",236,"https://stream.nbcolympics.com/womens-skeleton-heats-3-4"
1, 917734,"DEAS Laura","DEAS L","Laura","Deas","1",21,  211, 4058,Great Britain,GBR,19,20,"19","+1.27","1:02.71",62710,1270,"123.6",TRUE,FALSE,1518048021,"456853:07:50",236,"https://stream.nbcolympics.com/womens-skeleton-heats-3-4"
1,1495433,"CROWLEY Brogan","CROWLEY B","Brogan","Crowley","20",22,  211, 4058,Great Britain,GBR,21,21,"21","+1.38","1:02.82",62820,1380,"122.5",TRUE,FALSE,1518048022,"456853:09:58",236,"https://stream.nbcolympics.com/womens-skeleton-heats-3-4"
1,1594488,"KIM Eunji","KIM E","Eunji","Kim","24",23,  106, 4391,South Korea,KOR,22,22,"22","+1.39","1:02.83",62830,1390,"122.1",TRUE,FALSE,1518048023,"456853:11:54",236,"https://stream.nbcolympics.com/womens-skeleton-heats-3-4"
1,1730289,"CURTIS Kelly","CURTIS K","Kelly","Curtis","17",18,    5, 2209,United States,USA,23,23,"23","+1.80","1:03.24",63240,1800,"123.2",TRUE,FALSE,1518048018,"456853:00:47",236,"https://stream.nbcolympics.com/womens-skeleton-heats-3-4"
1,1177268,"DELKA Kellie","DELKA K","Kellie","Delka","22",24,  277, 9639,Puerto Rico,PUR,24,24,"24","+3.11","1:04.55",64550,3110,"118.9",TRUE,FALSE,1518048024,"456853:14:18",236,"https://stream.nbcolympics.com/womens-skeleton-heats-3-4"
1,1018969,"TANNENBAUM Katie","TANNENBAUM K","Katie","Tannenbaum","25",25,  114, 9101,Virgin Islands,ISV,25,25,"25","+3.40","1:04.84",64840,3400,"116.1",TRUE,FALSE,1518048025,"456853:16:20",236,"https://stream.nbcolympics.com/womens-skeleton-heats-3-4"
