"n_PersonID","Team","c_Person","c_PersonShort","c_PersonFirstName","c_PersonLastName","c_FunctionShort","n_Sort","c_Value_GAME_SUCCESS","c_Value_CW","c_Value_CCW","c_Value_DRAW","c_Value_TAKEOUT","c_ValueRelative_GAME_SUCCESS","c_ValueRelative_CW","c_ValueRelative_CCW","c_ValueRelative_DRAW","c_ValueRelative_TAKEOUT"
1221476,"CZE","PAUL Tomas","PAUL T","Tomas","Paul","M",5,"21","10","11","12","9","88","85","91","85","92"
1967586,"CZE","PAULOVA Zuzana","PAULOVA Z","Zuzana","Paulova","F",5,"13","2","11","10","3","81","75","82","80","83"
1323453,"AUS","HEWITT Dean","HEWITT D","Dean","Hewitt","M",5,"20","8","12","10","10","54","44","60","45","63"
1929264,"AUS","GILL Tahli","GILL T","Tahli","Gill","F",5,"14","6","8","12","2","70","63","75","77","25"
