"n_PersonID","Team","c_Person","c_PersonShort","c_PersonFirstName","c_PersonLastName","c_FunctionShort","n_Sort","c_Value_GAME_SUCCESS","c_Value_CW","c_Value_CCW","c_Value_DRAW","c_Value_TAKEOUT","c_ValueRelative_GAME_SUCCESS","c_ValueRelative_CW","c_ValueRelative_CCW","c_ValueRelative_DRAW","c_ValueRelative_TAKEOUT"
1245715,"CHN","LING Zhi","LING Z","Zhi","Ling","M",5,"24","13","11","18","6","86","85","89","93","67"
2272511,"CHN","FAN Suyuan","FAN S","Suyuan","Fan","F",5,"15","5","10","13","2","72","75","70","67","100"
721971,"SWE","ERIKSSON Oskar","ERIKSSON O","Oskar","Eriksson","M",5,"23","7","16","17","6","86","96","81","87","83"
1245672,"SWE","DE VAL Almida","DE VAL A","Almida","de Val","F",5,"16","2","14","13","3","67","50","70","67","67"
