"n_PersonID","Team","c_Person","c_PersonShort","c_PersonFirstName","c_PersonLastName","c_FunctionShort","n_Sort","c_Value_GAME_SUCCESS","c_Value_CW","c_Value_CCW","c_Value_DRAW","c_Value_TAKEOUT","c_ValueRelative_GAME_SUCCESS","c_ValueRelative_CW","c_ValueRelative_CCW","c_ValueRelative_DRAW","c_ValueRelative_TAKEOUT"
338028,"CAN","MORRIS John","MORRIS J","John","Morris","M",5,"27","9","18","16","11","81","78","83","83","80"
842605,"CAN","HOMAN Rachel","HOMAN R","Rachel","Homan","F",5,"18","10","8","14","4","83","88","78","82","88"
1221476,"CZE","PAUL Tomas","PAUL T","Tomas","Paul","M",5,"27","14","13","20","7","70","73","67","65","86"
1967586,"CZE","PAULOVA Zuzana","PAULOVA Z","Zuzana","Paulova","F",5,"17","6","11","13","4","87","100","80","100","44"
